Phase,Count,Frequency
0000,41,0.004111099969918781
0001,8,8.021658477890304e-4
0002,5,5.01353654868144e-4
0003,24,0.002406497543367091
0010,454,0.045522911862027476
0011,70,0.007018951168154016
0011-0201,1,1.002707309736288e-4
0011-0311,1,1.002707309736288e-4
0012,52,0.005214078010628697
0012-0202,1,1.002707309736288e-4
0012-0302,2,2.005414619472576e-4
0012-0312,1,1.002707309736288e-4
0013,88,0.008823824325679333
0013-0303,1,1.002707309736288e-4
0013-0313,5,5.01353654868144e-4
0100,7,7.018951168154016e-4
0101,6,6.016243858417727e-4
0102,4,4.010829238945152e-4
0103,12,0.0012032487716835455
0110,34,0.003409204853103379
0111,14,0.001403790233630803
0112,10,0.001002707309736288
0113,11,0.0011029780407099167
0200,15,0.001504060964604432
0201,13,0.0013035195026571743
0202,4,4.010829238945152e-4
0203,15,0.001504060964604432
0210,33,0.0033089341221297502
0211,11,0.0011029780407099167
0212,7,7.018951168154016e-4
0213,12,0.0012032487716835455
0300,349,0.03499448510979645
0300-1010,10,0.001002707309736288
0300-1110,1,1.002707309736288e-4
0301,380,0.03810287776997894
0301-1011,11,0.0011029780407099167
0302,504,0.050536448410708916
0302-1012,7,7.018951168154016e-4
0303,2430,0.24365787626591798
0303-1003,3,3.0081219292088637e-4
0303-1013,20,0.002005414619472576
0310,65,0.006517597513285872
0311,48,0.004812995086734182
0311-1011,2,2.005414619472576e-4
0312,47,0.0047127243557605536
0312-1012,5,5.01353654868144e-4
0313,138,0.013837360874360775
0313-1013,12,0.0012032487716835455
1000,173,0.01734683645843778
1001,69,0.006918680437180387
1002,63,0.0063170560513386145
1003,305,0.030582572946956783
1003-1303,2,2.005414619472576e-4
1010,2029,0.20344931314549283
1010-1300,3,3.0081219292088637e-4
1011,521,0.052241050837260605
1011-1301,3,3.0081219292088637e-4
1012,295,0.029579865637220495
1012-1302,5,5.01353654868144e-4
1012-1312,1,1.002707309736288e-4
1013,706,0.07079113606738194
1013-1303,13,0.0013035195026571743
1013-1313,1,1.002707309736288e-4
1100,21,0.0021056853504462045
1101,8,8.021658477890304e-4
1102,8,8.021658477890304e-4
1103,36,0.0036097463150506367
1110,46,0.004612453624786924
1110-1300,1,1.002707309736288e-4
1111,23,0.002306226812393462
1112,21,0.0021056853504462045
1113,42,0.004211370700892409
1200,11,0.0011029780407099167
1201,5,5.01353654868144e-4
1202,7,7.018951168154016e-4
1203,34,0.003409204853103379
1210,7,7.018951168154016e-4
1211,10,0.001002707309736288
1212,4,4.010829238945152e-4
1213,12,0.0012032487716835455
1300,38,0.0038102877769978943
1301,55,0.005514890203549584
1302,68,0.006818409706206758
1303,302,0.030281760754035898
1310,9,9.024365787626592e-4
1311,5,5.01353654868144e-4
1312,5,5.01353654868144e-4
1313,12,0.0012032487716835455
