Phase,Count,Frequency
0003,3,3e-4
0003-0010-0030-0303,1,1e-4
0003-0013-0303-3003-3023-3030,1,1e-4
0003-0013-0303-3030,7,7e-4
0003-0013-3030,1,1e-4
0003-0023-0303-3003-3030,1,1e-4
0003-0023-0303-3022-3030,1,1e-4
0003-0023-0303-3030,4,4e-4
0003-0023-3030,3,3e-4
0003-0030,2,2e-4
0003-0030-0032-0303-3030,1,1e-4
0003-0030-0103-3030,1,1e-4
0003-0030-0303,5,5e-4
0003-0030-0303-2030,1,1e-4
0003-0030-0303-3000-3030,1,1e-4
0003-0030-0303-3030,7,7e-4
0003-0030-3030,5,5e-4
0003-0031-3030,1,1e-4
0003-0032-0303-3030,1,1e-4
0003-0032-3030,2,2e-4
0003-0033-0303-1003-1033-3030,1,1e-4
0003-0033-0303-3030,12,0.0012
0003-0033-0303-3030-3033,1,1e-4
0003-0033-1030,1,1e-4
0003-0033-3030,1,1e-4
0003-0033-3031,1,1e-4
0003-0103-1030-3030,1,1e-4
0003-0103-2003-3030,1,1e-4
0003-0103-3030,7,7e-4
0003-0203-1030,1,1e-4
0003-0203-3001-3030,1,1e-4
0003-0203-3030,5,5e-4
0003-0300-0303-3030,4,4e-4
0003-0303,5,5e-4
0003-0303-0310-3030,1,1e-4
0003-0303-0320-3030,1,1e-4
0003-0303-1000-1030,1,1e-4
0003-0303-1003-3000,1,1e-4
0003-0303-1003-3030,3,3e-4
0003-0303-1013-3030,1,1e-4
0003-0303-1300-3030,1,1e-4
0003-0303-1303-3030,1,1e-4
0003-0303-2003-3000-3030,1,1e-4
0003-0303-2003-3030,5,5e-4
0003-0303-2300-3030,1,1e-4
0003-0303-3000,3,3e-4
0003-0303-3000-3020,1,1e-4
0003-0303-3000-3030,10,0.001
0003-0303-3001-3030,2,2e-4
0003-0303-3002-3003-3030,1,1e-4
0003-0303-3002-3030,6,6e-4
0003-0303-3003,1,1e-4
0003-0303-3003-3010-3030,1,1e-4
0003-0303-3003-3030,11,0.0011
0003-0303-3010-3030,1,1e-4
0003-0303-3013-3030-3031,1,1e-4
0003-0303-3030,183,0.0183
0003-0303-3030-3031,1,1e-4
0003-0303-3031,1,1e-4
0003-1003-3030,3,3e-4
0003-1030-3030,1,1e-4
0003-2003-3030,2,2e-4
